Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,AR,2016,5,Male,10.0,Right-Handed,130,19,31,1,Car,10,1.6,60,Football (American),57,22,0,442,5,99,31,Left foot,6,2,Index finger,June,Summer,No,No,Pizza/Pasta,Tea,Science,10,2,6,No internet connection,Cell phone,0,0,0,0,1,4,5,3,0,0,0,0,1,1,Very little,Graduate degree,Techno/Electronic,Freeze time,Happy,Sports person,"Wildlife, animals"
USA,AZ,2019,12,Male,17.0,Right-Handed,181cm,26cm,186,2,Bicycle,10 ,0.364,52,Football (American),904,840,588,128,27,27,26,Same length,95,100,Ring finger,March,Winter,No,No,Meat,Water,Physical education,8,5,6,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",4,13,10,2,1,2,1,5,5,1,3,1,0,10,Some,Some college,Other,Super strength,Rich,Relative,"Wildlife, animals"
USA,AZ,2011,10,Female,14.0,Right-Handed,160,24,161,2,Car,18,0.516,53,Swimming,64,262,369,,1000,1000,23,Right foot,,101,Ring finger,June,Winter,No,No,Pizza/Pasta,Water,Art,,7,4,Yes - other,Text messaging,250,255,3,2,3,2,1,0,1,5,2,1,0,2,Some,Graduate degree,Rap/Hip hop,Invisibility,Rich,Relative,"Wildlife, animals"
USA,AL,2023,12,Female,18.0,Right-Handed,170cm,26cm,171cm,1,Car,15,0.738,33 ,Other,999,640,500,1000,500,1000,26,Same length,75mm,80mm,Ring finger,November,Winter,No,No,Soups,Sports drink,History,12,14,4,Yes - broadband connection,Internet chat or instant messaging,8,8,,,,,,,,,,,,,,,,,,,
USA,AK,2023,12,Female,17.0,Right-Handed,153,20.32,153,2,Car,15,0.772,65,,1000,500,900,500,100,100,20.32,Same length,76.2,69.85,Index finger,March,Summer,No,No,Rice/Noodle dishes,Water,Art,6,9,3,Yes - broadband connection,Text messaging,20,30,10,7,30,20,0,0,35,10,50,0,8,7,A lot,Graduate degree,Rhythm and blues (R&B),Telepathy,Rich,Relative,International aid
USA,AR,2020,12,Male,18.0,Right-Handed,150,30,156,2,Car,15,10,1,Gymnastics,,,,,,,20,Same length,20,30,Same length,April,Summer,No,No,Other,Coffee,English,7,12,7,Yes - dial-up connection,Text messaging,100,400,,,,,,,,,,,,,,,,,,,
USA,AZ,2022,12,Female,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AL,2022,12,Male,18.0,Right-Handed,182.8,35.56,182.8,1,Car,15,0.666,52,,800,900,1000,1000,100,1000,35.55,Same length,8,"7,5",Index finger,February,Summer,No,No,Pizza/Pasta,Juice,History,6,8-9,4,Yes - dial-up connection,Text messaging,27,20,7,a lot,0,2,0,1,6,6,6,3,0,1,Very little,Graduate degree,Rap/Hip hop,Super strength,Rich,Friend,Health
USA,AZ,2024,12,Female,16.0,Right-Handed,166.4,24.89,172.7,1,Car,14,0.756,54,Walking/Hiking,910,820,1000,800,320,360,23.49,Right foot,82.55,86.36,Ring finger,March,Spring,No,No,Pizza/Pasta,Water,Physical education,6.5,10,4,Yes - other,Text messaging,224,228,10,3,16,4,9,0,8,10,30,6,0,2,A lot,Graduate degree,Pop,Invisibility,Rich,Friend,"Wildlife, animals"
USA,AR,2024,12,Female,17.0,Right-Handed,163,25,163,1,Car,6,0.406,49,Walking/Hiking,700,450,300,200,300,800,24,Right foot,80,70,Index finger,December,Winter,Yes,No,Breads/Sandwiches,Water,English,7,9,4,Yes - broadband connection,Text messaging,150,200,17,3,7,7,4,0,20,18,50 ,5,0,6,A lot,Graduate degree,Rock and roll,Freeze time,Happy,Relative,Health
USA,AR,2016,5,Male,10.0,Right-Handed,141,22,140,2,Car,4,.515,40,Swimming,960,950,900,900,300,400,22,Same length,59,60,Ring finger,December,Winter,No,No,Rice/Noodle dishes,Soft drink (caffeinated),Mathematics and statistics,9,7,16,Yes - other,"Myspace, Facebook, other social networking sites, or blog",6,5,0,1,1,5,1,7,1,1,9,0,0,1,Very little,Some college,Pop,Fly,Healthy,Relative,Environment
USA,AZ,2010,12,Female,18.0,Right-Handed,,,,1,Car,7,.4,44,Athletics,750,600,800,,700,700,,Same length,,,Same length,September,Spring,No,No,Meat,Juice,Science,7,8,4,Yes - broadband connection,In person,12,13,15,1,3,2,12,0,5,2,5,5,15,0,Very little,Graduate degree,Other,Fly,Happy,Other,"Wildlife, animals"
USA,AL,2023,12,Male,18.0,Right-Handed,182,27,180,1,Walk,15,392,38,,829,160,294,684,717,759,179,Right foot,5,7,Ring finger,January,Summer,Yes,No,Poultry,Water,Other,5,4,3,Yes - broadband connection,Text messaging,4,7,6,3,0,2,1,5,3,1,4,0,0,0,Very little,High school,Rap/Hip hop,Fly,Happy,Other,Other
USA,AR,2018,12,Male,17.0,Right-Handed,188,27,182,1,Car,10,.674,47,Other,500,100,600,500,600,700,27,Same length,82,101,Ring finger,April,Fall,No,No,Other,Water,History,7,10,4,Yes - broadband connection,In person,5,5,30,1,10,15,0,0,1,1,15,12,0,2,A lot,Graduate degree,Other,Invisibility,Rich,Relative,International aid
USA,AZ,2021,8,Female,13.0,Right-Handed,144.7,21.1,151.1,1,Bus,8,0.404,35,Soccer,545,797,524,497,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AZ,2015,6,Male,12.0,Left-Handed,165,25,167,5,Walk,10,.373,81,Athletics,176,176,524,775,1000,1000,25,Same length,89,100,Ring finger,April,Spring,No,No,Rice/Noodle dishes,Water,Mathematics and statistics,5,1,3,No internet connection,"Myspace, Facebook, other social networking sites, or blog",290,310,10,1,5,4,15,8,3,4,3,4,0,2,Very little,Graduate degree,Techno/Electronic,Freeze time,Healthy,Religious figure,Religious
USA,AL,2012,5,Male,11.0,Ambidextrous,143,21,143,1,Car,10,0.287,54,Table Tennis,305,465,203,,973,888,20,Right foot,75,80,Ring finger,September,Fall,No,No,Pizza/Pasta,Soft drink (caffeinated),Mathematics and statistics,8,10,5,Yes - broadband connection,In person,11,7,35,4,2,30,10,15,1,3,15,10,1,1,Very little,Undergraduate degree,Rap/Hip hop,Fly,Famous,Other,Other
USA,AR,2018,12,Female,17.0,Right-Handed,174,27,137,1,Car,30,0.436,45,Baseball/Softball,1000,615,380,711,594,770,27,Same length,100,90,Ring finger,April,Winter,Yes,No,Meat,Soft drink (caffeinated),English,4.5,10,5,Yes - other,Text messaging,30,70,4,.25,24,4,7.5,2,8,2,12,10,0,1,A lot,Other,Other,Fly,Famous,Teacher,Education/Youth development
USA,AZ,2023,12,Female,17.0,Right-Handed,"5'6""",9 1/2,"5'6""",1,Car,10,0.395,42,,800,800,500,500,300,400,9 1/2,Same length,"2""","2""",Same length,July,Fall,No,No,Rice/Noodle dishes,Milk,Science,5-8,4-6,3,Yes - other,"Myspace, Facebook, other social networking sites, or blog",400,400,a lot,a lot,1-2,2-3,1,1,a lot,a lot,a lot,a lot,16,2-3,Some,Other,Pop,Telepathy,Happy,Relative,"Wildlife, animals"
USA,AR,2016,7,Female,12.0,Right-Handed,158,24,148,1,Bus,20,.359,52,Swimming,900,800,1000,1000,40,50,24.5,Left foot,80,70,Index finger,August,Summer,No,No,Pizza/Pasta,Powdered drink,Music,9,8,3,Yes - dial-up connection,In person,3,5,1,.25,.5,6,2,0,0,0,.25,1,0,1,Some,Graduate degree,Pop,Telepathy,Happy,Other,"Wildlife, animals"
USA,AZ,2022,12,Male,17.0,Right-Handed,,,,1,Car,15,0.484,44,Skateboarding/Rollerblading,,,,,,,,Same length,95,90,Ring finger,April,Spring,Yes,No,Meat,Water,Art,9,9,5,Yes - other,Text messaging,30,20,5,0,0,10,6,0,20,12,0,2,11,10,,Some college,Rap/Hip hop,Fly,Rich,Musician or singer,Health
USA,AR,2024,12,Male,17.0,Right-Handed,180,25.4,177.8,1,Car,7,0.307,38,Table Tennis,138,340,400,520,320,408,25.4,Same length,76.2,80.2,Ring finger,December,Summer,No,No,Meat,Water,Mathematics and statistics,7,5,3,Yes - dial-up connection,"Myspace, Facebook, other social networking sites, or blog",10,30,10,1,3,10,12,2,8,6,14,3,0,4,Some,Some college,Country,Invisibility,Famous,Sports person,Health
USA,AR,2017,6,Male,12.0,Right-Handed,109,21,145,1,Car,10,,,Basketball,,,,,,,21,Same length,,,Ring finger,September,Winter,,No,Desserts,Tea,Science,4,0,4,Yes - broadband connection,Internet chat or instant messaging,1000,1000,12,100,10,10,10,100,100,100,100,20,0,10,Very little,Some college,Rock and roll,Invisibility,Famous,Relative,Health
USA,AZ,2018,12,Male,16.0,Right-Handed,182.8,45.72,180.3,1,Car,7,0.731,54,Other,400,650,500,600,800,1000,43.79,Right foot,90,70,Index finger,April,Winter,No,No,Poultry,Energy drink,Mathematics and statistics,6,9,3,Yes - broadband connection,Text messaging,40,30,17,20,5,7,3,4,9,10,8,5,20,3,Some,Undergraduate degree,Other,Super strength,Happy,Friend,Health
USA,AZ,2019,12,Female,17.0,Right-Handed,170,22 ,161 ,1,Car,10 ,.423,48,,1000,763,406,412,160,278,21,Right foot,7,6,Index finger,June,Winter,No,No,Pizza/Pasta,Water,Other,6,8,2,Yes - other,Text messaging,4,3,5,2,1,2,0,0,5,3,5,5,10,3,Some,Graduate degree,Rap/Hip hop,Invisibility,Happy,Musician or singer,Environment
USA,AZ,2015,4,Male,18.0,Right-Handed,180,27,182,1,Car,10,0.34,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AZ,2012,12,Female,16.0,Right-Handed,165.1,22.5,168,1,Car,11,0.36,35,Swimming,412,476,251,246,1000,1000,23,Left foot,80,80,Same length,June,Winter,No,Yes,Fruit,Water,Science,8,9,5,Yes - broadband connection,Text messaging,50,50,7,1,1,10,20,1,2,2,2,3,0,1,Some,Graduate degree,Pop,Fly,Rich,Relative,Health
USA,AZ,2013,12,Female,17.0,Right-Handed,173,24,175,1,Car,7,.756,55,Swimming,800,1000,800,800,400,400,24,Same length,70,70,Same length,August,Spring,No,No,Fruit,Tea,Science,7,9,5,Yes - other,Text messaging,70,70,1,1,3,2,3,0,2,2,4,2,0,0,Some,Graduate degree,Rap/Hip hop,Fly,Healthy,Friend,Health
USA,AL,2022,12,Female,18.0,Right-Handed,157.5,22.86,152.4,1,Car,5,0.379,45,Other,32,824,294,310,818,824,22.86,Same length,69.85,76.2,Ring finger,January,Summer,Yes,No,Poultry,Soft drink (caffeinated),English,7,8,3,Yes - other,"Myspace, Facebook, other social networking sites, or blog",10,8,10,1,3,12,0,2,12,2,15,25,24,2,Some,Graduate degree,Pop,Telepathy,Rich,Relative,Religious
USA,AK,2016,12,Female,17.0,Right-Handed,151,23,141,2,Bus,10,0.409,32,,1000,1000,1000,1000,1000,1000,22,Same length,85,90,Ring finger,June,Fall,No,No,No favorite,Water,Other,8,10,7,Yes - other,Text messaging,0,0,3,0,3,48,0,3,84,12,24,84,0,36,Some,Graduate degree,Rap/Hip hop,Telepathy,Rich,Relative,Health
USA,AZ,2012,12,Male,17.0,Right-Handed,185,31,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AR,2018,7,Female,13.0,Right-Handed,150,20,150,1,Car,20,35,60,Basketball,182,930,270,178,64,1000,21,Left foot,7,3,Ring finger,December,Summer,Yes,No,Meat,Tea,Physical education,10,8,7,Yes - dial-up connection,"Myspace, Facebook, other social networking sites, or blog",130,130,120,20,230,130,20,160,45,28,145,135,165,270,Very little,Some college,Rap/Hip hop,Telepathy,Happy,Actor,Other
USA,AK,2015,11,Female,17.0,Right-Handed,168 ,24,170,3,Car,8,.338,41,Walking/Hiking,684,444,583,797,727,813,25,Left foot,80,82,Ring finger,August,Summer,No,No,Meat,Water,Mathematics and statistics,6,7,4,Yes - broadband connection,Text messaging,13,12,4,1.5,10,20,2,0,15,3,20,15,28,1,A lot,Graduate degree,Pop,Invisibility,Happy,Religious figure,Religious
USA,AZ,2021,12,Female,18.0,Right-Handed,152.4,36,91.4,2,Car,10,0.873,38,Basketball,900,900,750,650,0,850,36,Right foot,140,120,Index finger,September,Fall,Yes,No,No favorite,Other,Mathematics and statistics,6-7, 4, 5,Yes - broadband connection,Text messaging,20,35,,,,,,,,,,,,,,,,,,,
USA,AR,2016,8,Female,13.0,Right-Handed,161,23,157,2,Bus,15,0.373,33,Athletics,1000,995,639,487,115,806,23,Same length,70,70,Same length,September,Spring,No,No,No favorite,Sports drink,Mathematics and statistics,8,6, 5,Yes - dial-up connection,Text messaging,50,65,30,1,3,60,20,0,75,75,80,10,0,25,A lot,Graduate degree,Rap/Hip hop,Telepathy,Healthy,Other,International aid
USA,AK,2023,12,Female,16.0,Right-Handed,164cm,24cm,141cm,2,Car,10min,0.75s,28sec,Other,1,2,3,4,5,6,23cm,Right foot,80cm,90mm,Same length,April,Summer,Yes,No,Fruit,Water,Science,5.5hr,6hrs,5,Yes - other,Cell phone,13,23,2hrs,4hrs,6hrs,6hrs,1.5hr,1hr,6hrs,4hrs,4hrs,5hrs,0,4hrs,A lot,Some college,Other,Freeze time,Happy,Other,Health
USA,AR,2020,12,Female,18.0,Right-Handed,154.5,25.2,152,1,Car,12,0.367,27,Other,802,824,824,332,791,850,24.7,Right foot,75,65,Index finger,October,Summer,No,No,Rice/Noodle dishes,Water,Art,8,9,5,Yes - broadband connection,Cell phone,150,150,11,1,3,3,6,0,7,6,10,2,20,1,Very little,Graduate degree,Pop,Fly,Happy,Relative,"Wildlife, animals"
USA,AZ,2019,12,Female,16.0,Right-Handed,163,25,61,1,Car,11,0.344,28,Dancing,90,100,500,500,650,900,25,Same length,70,60,Index finger,April,Summer,Yes,No,No favorite,Tea,Mathematics and statistics,7,10,3,Yes - broadband connection,Text messaging,15,20,2,0.5,2,4,17,0,25,10,115,5,0,2,A lot,Graduate degree,Pop,Fly,Rich,Coach or club leader,Health
USA,AL,2023,12,Female,17.0,Right-Handed,160 ,23,,1,Car,5,0.331,43,Dancing,1000,1000,500,800,500,300,24,Same length,7,6.8,Index finger,August,Summer,No,No,Pizza/Pasta,Soft drink (caffeinated),English,7,9,4,Yes - broadband connection,In person,50,50,8,7,0,2,0,0,6,3,40,60,32,50,Some,Graduate degree,Rock and roll,Telepathy,Rich,Relative,"Wildlife, animals"
USA,AZ,2020,12,Male,17.0,Right-Handed,5.7 ,8,4,2,Bicycle,40,17.19,65,Martial Arts,797,80,1000,1000,235,1000,8,Same length,6,5 ,Index finger,May,Spring,No,No,Meat,Other,Physical education,6 ,10,3,Yes - dial-up connection,Internet chat or instant messaging,9 ,7,0 ,3 ,2,5,0,2,4,1,9,1,6 ,3,A lot,Some college,Rhythm and blues (R&B),Telepathy,Rich,Business person,Education/Youth development
USA,AZ,2022,12,Female,16.0,Right-Handed,165,23,165,1,Car,5,0.33,34,Gymnastics,500,500,500,500,100,200,24,Left foot,72,70,Index finger,December,Winter,No,No,Pizza/Pasta,Water,History,4,6,3,Yes - broadband connection,Cell phone,200,200,20,115,1,4,2,20,100,150,168,30,36,4,Some,Graduate degree,Other,Telepathy,Rich,Doctor or nurse,"Wildlife, animals"
USA,AZ,2018,12,Female,18.0,Right-Handed,152.4,20.1 ,146.7,2,Bus,7,0.553,43,Dancing,492,492,492,503,1000,1000,20.1,Same length,20,22,Ring finger,December,Winter,No,No,Meat,Juice,English,4,5,12,Yes - other,"Myspace, Facebook, other social networking sites, or blog",65,106,145,16,204,198,0,0,120,45,93,108,0,32,A lot,Undergraduate degree,Pop,Invisibility,Rich,Relative,International aid
USA,AR,2016,8,Male,14.0,Right-Handed,176,24,175,2,Car,15,0.505,48,Soccer,969,925,941,968,11,519,24 ,Same length,7 ,8 ,Ring finger,September,Summer,No,No,No favorite,Soft drink (caffeinated),Other,7,9,6,Yes - other,Internet chat or instant messaging,40,40,6,2,0,3,2,0,2,2,2,3,0,1,A lot,Some college,Rap/Hip hop,Invisibility,Happy,Musician or singer,Other
USA,AZ,2011,11,Female,17.0,Left-Handed,160,25.5,160,1,Car,5,.266,66,Walking/Hiking,600,600,600,,700,700,25.2,Right foot,80,80,Same length,February,Spring,Yes,No,Rice/Noodle dishes,Water,Science,8,10,4,Yes - broadband connection,Text messaging,33,34,20,4,5,8,8,1,2,3,3,3,8,2,A lot,Graduate degree,Other,Fly,Happy,Relative,Other
USA,AZ,2021,10,Male,15.0,Right-Handed,169,25,-,4,Bus,15,0.288,50,Other,610,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AK,2022,12,Male,17.0,Right-Handed,174,26,40,1,Walk,45 ,0.656,82,Soccer,,,,,,,26,Right foot,12,54,Ring finger,August,Summer,No,No,Desserts,Energy drink,Physical education,3,5,3,Yes - broadband connection,Text messaging,0,0,0,0,0,1,40,0,0,2,0,15,40,3,Very little,Some college,Heavy metal,Invisibility,Happy,Coach or club leader,Health
USA,AK,2024,12,Female,15.0,Right-Handed,172,,173,1,Car,7/14 ,0.297,35,Basketball,583,578,588,572,422,433,25.5,Right foot,10,11,Ring finger,August,Summer,No,No,Salads,Water,Music,4,12,6/4,Yes - other,"Myspace, Facebook, other social networking sites, or blog",70,100,4,1,3,3,1,5,3,2,2,1,0,5,Some,Other,Rap/Hip hop,Super strength,Healthy,Relative,"Arts, culture, sports"
USA,AR,2024,12,,18.0,Right-Handed,161.9,25,13.97,1,Car,10,0.397,66,Basketball,50,75,85,10,60,90,24,Right foot,96,67,Index finger,August,Summer,No,No,Fruit,Water,Mathematics and statistics,8,9,4,Yes - broadband connection,Telephone,56,50,14,0,10,10,20,0,13,12,5,20,12,5,A lot,Graduate degree,Gospel,Fly,Healthy,Relative,Health
USA,AZ,2021,12,Male,18.0,Right-Handed,177.8,27,175.3,1,Car,15,.621,61,Golf,300,300,300,300,500,800,27,Same length,85,85,Same length,July,Winter,Yes,No,Meat,Water,Computers and technology,8,6,4,Yes - broadband connection,Text messaging,15,15,40,0,3,2,2,8,2,2,3,0,0,4,Very little,Undergraduate degree,Rap/Hip hop,Freeze time,Rich,Sports person,"Wildlife, animals"
USA,AL,2023,12,Female,18.0,Right-Handed,162,20.32,160,1,Car,7 min,0.337,55 ,Gymnastics,,,,,,,20.32,Same length,50,40,Index finger,October,Summer,Yes,No,Seafood,Soft drink (caffeinated),English,5-6,8,4,Yes - broadband connection,Text messaging,50,100,35,50,1,10,125,0,10,10,10,0,12,12,Some,Graduate degree,Pop,Fly,Happy,Coach or club leader,Health
USA,AR,2017,6,Female,11.0,Right-Handed,147,23,148,1,Car,7,0.448,75,Gymnastics,695,545,487,674,358,524,23,,50,50,Index finger,August,Winter,Yes,No,Fruit,Water,Science,9,9 ,5,Yes - dial-up connection,Text messaging,19,11,2,1,1,3,10,1,4,3,5,2,0,1,Very little,Graduate degree,Rap/Hip hop,Fly,Rich,Teacher,Health
USA,AL,2022,12,Male,17.0,Right-Handed,178,26.5,175,1,Car,15,0.465,48,Football (American),500,500,400,400,800,1000,26.5,Same length,80,85,Ring finger,March,Fall,No,No,Poultry,Water,Physical education,7.5,9.5,3,Yes - broadband connection,Internet chat or instant messaging,3,5,25,1,0,5,2,0,20,2,40,20,0,2,Very little,Graduate degree,Pop,Freeze time,Rich,Musician or singer,International aid
USA,AR,2016,7,Male,13.0,Right-Handed,169,27,150,1,Car,10,0.333,36,Martial Arts,428,529,1000,1000,273,572  ,27,Same length,80,70,Ring finger,November,Winter,Yes,No,Meat,Tea,History,8,10,4,Yes - other,In person,0,0,4,0,1,6,3,5,1,0,3,2,0,4,A lot,High school,Techno/Electronic,Telepathy,Happy,Other,Health
USA,AZ,2019,8,Female,12.0,Right-Handed,157,25,148,1,Bus,30-45,0.772,88,Skateboarding/Rollerblading,100,100,100,100,10,100,27,Left foot,10,23,Ring finger,June,Summer,No,No,Desserts,Other,Computers and technology,8-6am,12:00,5ish,Yes - other,In person,0,0,24hrs,00000,ces,24-7,000,2,0,0,8,9,0,0,A lot,Other,Other,Invisibility,Healthy,Other,"Wildlife, animals"
USA,AL,2015,12,Male,17.0,Right-Handed,188,32,62,1,Car,5,.803,60,,,,,,,,32,Same length,100,810,Index finger,August,Winter,Yes,No,Rice/Noodle dishes,Water,History,7,10,2,Yes - broadband connection,In person,4,7,8,7, 3,3,2,12,1,2,12,3,0,3,A lot,Graduate degree,Rock and roll,Freeze time,Happy,Other,Health
USA,AZ,2020,12,Female,18.0,Right-Handed,160,23,135,2,Walk,5,0.363,37,Swimming,385,406,203,444,385,770,23.5,Left foot,85,73,Index finger,August,Summer,Yes,No,Fruit,Milk,Mathematics and statistics,7.5,8.5,4,,"Myspace, Facebook, other social networking sites, or blog",0,0,18,1,3,28,6,7,23,0,70,11,0,4,Some,Graduate degree,Rhythm and blues (R&B),Freeze time,Happy,Doctor or nurse,Education/Youth development
USA,AK,2020,12,Male,18.0,Right-Handed,186,27,176,1,Car,30,.364,40,Bowling,497,992,594,497,257,257,27,Same length,9,10,Ring finger,November,Spring,No,No,Seafood,Water,Physical education,6,6,2,Yes - other,In person,3,9,3,0,3,1,1,8,0,1,4,0,0,2,Some,Some college,Other,Invisibility,Happy,Other,Other
USA,AZ,2021,8,Male,13.0,Left-Handed,160,161,151,0,Walk,3,.492,32,Football (American),706,877,1000,781,305,294,161,Right foot,65,71,Ring finger,June,Summer,No,No,Pizza/Pasta,Water,History,9-10,10,4,Yes - other,Other,1,1,5-6,1-2,1-4,20+,10+,7+,0,1,7+,1-3+,0,5+,Some,Graduate degree,Other,Invisibility,Happy,Other,Other
USA,AK,2025,12,Female,16.0,Right-Handed,180.3,29.67,118.6,2,Bus,30-45,0.378,46,Walking/Hiking,500,250,600,600,50,50,29.67,Same length,75,80,Ring finger,June,Summer,No,No,Meat,Water,Mathematics and statistics,8-9,8-12,4-5,Yes - broadband connection,In person,4,15,2-3,0,1-2,5,3.5,1,.5,.75,1,8,0,1,Some,Other,Rap/Hip hop,Telepathy,Happy,Relative,"Wildlife, animals"
USA,AR,2020,9,Male,14.0,Ambidextrous,201.9,34.29,210.8,1,Car,12,.53,1.23,Basketball,500,700,800,400,500,800,34.3,Left foot,101.6,114.3,Ring finger,March,Summer,No,No,Meat,Water,Physical education,9,10,5,Yes - broadband connection,Internet chat or instant messaging,75,50,0,0,.5,4,11,0,1,1,2,5,0,2,A lot,Graduate degree,Rap/Hip hop,Freeze time,Famous,Relative,International aid
USA,AZ,2011,10,Female,15.0,Right-Handed,157,25,159,2,Bus,45,.312,41,Soccer,102,21,214,,32,198,23,Right foot,90,96,Ring finger,October,Winter,No,No,Fruit,Sports drink,Music,10,9,5,Yes - dial-up connection,"Myspace, Facebook, other social networking sites, or blog",20,10,3,1,1,6,7,0,2,2,1,1,0,1,Some,Undergraduate degree,Rap/Hip hop,Super strength,Famous,Coach or club leader,Health
USA,AZ,2021,12,Male,17.0,Right-Handed,6'0,23cm ,183cm,1,Car,5 min, 0.43,68sec,Bowling,,,,,,,"23c,",Same length,60mm,75mm,Ring finger,February,Winter,No,No,Meat,Powdered drink,Other,7,8,5,Yes - other,"Myspace, Facebook, other social networking sites, or blog",idk ,idk,10,1,0,10,2-3,5,idk,idk,a lot,0,0,1-2,Some,Some college,Rap/Hip hop,Fly,Rich,Other,"Wildlife, animals"
USA,AZ,2011,10,Female,15.0,Right-Handed,164.5,22.7,182.2,2,Bus,45,0.31,45,Dancing,500,1000,100,,1000,1000,23,Left foot,97,105,Ring finger,November,Winter,No,No,Poultry,Powdered drink,Art,10,15,5,Yes - dial-up connection,"Myspace, Facebook, other social networking sites, or blog",0,0,5,0,1,0,0,3,2,1,5,1,0,0,Some,Some college,Jazz,Fly,Happy,Relative,"Arts, culture, sports"
USA,AZ,2023,12,Male,16.0,Right-Handed,183,27,151,1,Car,10,.309,33,Baseball/Softball,813,930,540,920,1000,807,26,Right foot,95,110,Ring finger,March,Winter,No,No,Meat,Water,Physical education,8,5,5,Yes - other,Text messaging,50,50,7,50,1,15,20,17,45,10,50,5,25,3,Very little,Graduate degree,Rap/Hip hop,Invisibility,Famous,Business person,Environment
USA,AZ,2021,8,Male,13.0,Right-Handed,152.4,23.14,167.6,1,Bicycle,4,.636,58,Other,1000,1000,765,674,722,636,24.13,Left foot,71.12,63.5,Index finger,June,Summer,Yes,No,Meat,Water,Science,8.5,9,5,Yes - broadband connection,In person,none,none,1,.22,5,10,5,17,none,none,9+,17,none,3.2,A lot,Graduate degree,Pop,Telepathy,Rich,Relative,Environment
USA,AZ,2021,12,Female,16.0,Right-Handed,155,21.59,155,2,Car,20,.332,42,Skateboarding/Rollerblading,1000,1000,1000,1000,615,615,21.59,Same length,63.5,69.85,Ring finger,March,Winter,No,No,Meat,Coffee,Art,6,8,2,Yes - other,Internet chat or instant messaging,40,40,24,.25,.25,3,2,1,3,.50,3,.50,26,1,Very little,Undergraduate degree,Punk rock,Telepathy,Happy,Musician or singer,Environment
USA,AR,2016,6,Male,11.0,Right-Handed,165,21,155,2,Car,2,0.739,55,Soccer,1000,1000,1000,1000,1000,1000,21,Same length,70,75,Index finger,March,Summer,No,Yes,Pizza/Pasta,Coffee,Science,9,10,5,Yes - other,In person,30,33,2,3,1,1,4,5,2,1,1,1,1,2,Some,High school,Country,Fly,Rich,Musician or singer,Health
USA,AR,2018,12,Female,17.0,Right-Handed,157,20,154,1,Car,13,.422,68,Athletics,1000,952,872,920,502,797,20,Same length,40,38,Index finger,March,Summer,No,No,No favorite,Juice,Science,6,10,3,Yes - other,In person,15,15,50,3,10,12,8,0,5,2,5,4,0,8,A lot,Other,Pop,Fly,Happy,Religious figure,International aid
USA,AL,2022,12,Female,17.0,Right-Handed,54,9,66.4,1,Car,20,0.106,49,Other,50,100,50,100,100,100,24.13,Left foot,88.6,88.5,Index finger,July,Summer,Yes,No,Pizza/Pasta,Soft drink (caffeinated),Music,6,10,2,Yes - other,Text messaging,25,30,8,24,3,6,0,0,7,24,24,12,10,0,A lot,High school,Rap/Hip hop,Fly,Happy,Relative,"Wildlife, animals"
USA,AL,2022,12,Male,18.0,Right-Handed,182.8,35.56,182.8,1,Car,15,0.666,52,,800,900,1000,1000,100,1000,35.55,Same length,8,"7,5",Index finger,February,Summer,No,No,Pizza/Pasta,Juice,History,6,8-9,4,Yes - dial-up connection,Text messaging,27,20,7,a lot,0,2,0,1,6,6,6,3,0,1,Very little,Graduate degree,Rap/Hip hop,Super strength,Rich,Friend,Health
